horario,tempo_viagem_min,distancia_km,imagem,emocao,tempo_sem_parada_min,decisao,origem
22.55,199.4,136.74,desconhecida,neutro,199.4,descansar,sintetico
22.32,354.6,217.21,desconhecida,animado,354.6,descansar,sintetico
7.43,191.2,181.35,restaurante,desconhecido,191.2,fazer_parada,sintetico
11.57,22.1,27.31,desconhecida,neutro,1.6,continuar,sintetico
15.22,82.8,51.08,ponto_turistico,neutro,60.4,registrar_ponto_turistico,sintetico
12.07,112.6,156.92,desconhecida,tenso,78.3,fazer_parada,sintetico
21.56,418.2,466.47,estrada,cansado,62.7,abastecer,sintetico
8.65,17.2,14.66,ponto_turistico,desconhecido,17.2,registrar_ponto_turistico,sintetico
16.85,144.5,112.63,estrada,desconhecido,117.8,continuar,sintetico
23.89,164.9,150.28,restaurante,desconhecido,55.7,continuar,sintetico
6.27,156.8,172.8,desconhecida,neutro,148.9,fazer_parada,sintetico
6.64,16.0,17.7,posto,desconhecido,9.3,continuar,sintetico
6.38,61.0,61.55,restaurante,cansado,2.8,continuar,sintetico
20.36,177.1,126.65,estrada,tenso,48.1,continuar,sintetico
11.74,108.9,96.06,desconhecida,animado,108.9,continuar,sintetico
20.47,588.3,821.19,restaurante,desconhecido,195.5,abastecer,sintetico
16.76,6.3,5.82,posto,desconhecido,6.3,continuar,sintetico
18.7,524.0,682.58,desconhecida,tenso,524.0,fazer_parada,sintetico
16.61,285.5,339.68,desconhecida,animado,184.2,fazer_parada,sintetico
1.63,47.5,44.3,desconhecida,desconhecido,12.4,continuar,sintetico
9.37,33.4,35.16,posto,animado,33.4,continuar,sintetico
10.02,503.8,696.64,estrada,bravo,294.8,fazer_parada,sintetico
13.71,318.8,443.62,desconhecida,desconhecido,318.8,abastecer,sintetico
7.91,62.9,93.41,estrada,tenso,33.2,continuar,sintetico
16.31,437.3,330.84,ponto_turistico,tenso,116.0,fazer_parada,sintetico
10.73,201.9,269.32,desconhecida,tenso,155.2,fazer_parada,sintetico
11.92,40.1,46.5,desconhecida,desconhecido,29.2,continuar,sintetico
9.52,292.3,184.64,desconhecida,cansado,292.3,descansar,sintetico
18.24,174.6,179.8,ponto_turistico,desconhecido,115.5,registrar_ponto_turistico,sintetico
19.43,184.6,159.77,posto,cansado,184.6,descansar,sintetico
21.82,94.4,129.76,estrada,neutro,69.5,continuar,sintetico
18.62,184.2,131.46,desconhecida,desconhecido,47.8,continuar,sintetico
12.75,143.8,143.22,ponto_turistico,desconhecido,143.8,alimentar,sintetico
19.38,584.4,670.72,estrada,desconhecido,263.8,fazer_parada,sintetico
21.49,185.8,256.45,ponto_turistico,cansado,7.2,fazer_parada,sintetico
20.53,493.5,516.64,restaurante,neutro,493.5,abastecer,sintetico
9.48,483.5,498.07,estrada,desconhecido,288.2,abastecer,sintetico
0.46,20.1,16.53,desconhecida,desconhecido,20.1,registrar_ponto_turistico,sintetico
13.17,132.8,202.51,restaurante,cansado,132.8,descansar,sintetico
13.88,430.5,463.29,desconhecida,desconhecido,430.5,abastecer,sintetico
14.76,514.4,524.79,estrada,desconhecido,514.4,abastecer,sintetico
20.3,113.3,168.49,estrada,cansado,12.0,continuar,sintetico
13.56,238.4,278.42,desconhecida,animado,213.9,alimentar,sintetico
22.71,227.5,333.69,ponto_turistico,desconhecido,167.8,descansar,sintetico
14.49,99.8,134.47,posto,bravo,93.2,fazer_parada,sintetico
7.91,32.7,48.67,desconhecida,neutro,32.7,continuar,sintetico
16.28,481.2,472.3,desconhecida,cansado,481.2,descansar,sintetico
10.68,42.6,64.54,estrada,desconhecido,10.3,continuar,sintetico
20.16,429.8,509.43,desconhecida,desconhecido,429.8,abastecer,sintetico
10.23,116.7,115.6,restaurante,desconhecido,116.7,continuar,sintetico
13.08,554.3,709.69,restaurante,neutro,554.3,abastecer,sintetico
20.06,99.2,140.48,desconhecida,tenso,99.2,fazer_parada,sintetico
2.17,223.6,215.68,desconhecida,desconhecido,223.6,descansar,sintetico
7.05,366.5,239.56,posto,neutro,366.5,fazer_parada,sintetico
15.02,144.6,178.55,ponto_turistico,animado,144.6,registrar_ponto_turistico,sintetico
6.5,353.3,511.77,estrada,bravo,156.5,fazer_parada,sintetico
16.75,517.4,475.88,estrada,desconhecido,517.4,abastecer,sintetico
6.47,351.8,252.49,desconhecida,desconhecido,351.8,fazer_parada,sintetico
9.33,143.4,224.42,desconhecida,neutro,70.9,continuar,sintetico
18.5,31.1,23.23,restaurante,desconhecido,31.1,continuar,sintetico
19.57,162.9,208.14,restaurante,bravo,162.9,fazer_parada,sintetico
16.55,185.9,222.72,posto,desconhecido,181.6,fazer_parada,sintetico
13.29,22.1,23.39,restaurante,desconhecido,14.5,continuar,sintetico
7.18,13.4,20.16,restaurante,neutro,8.5,continuar,sintetico
19.33,556.4,707.67,desconhecida,cansado,344.7,descansar,sintetico
18.34,448.5,704.88,estrada,desconhecido,348.3,abastecer,sintetico
9.46,231.4,299.42,estrada,desconhecido,231.4,fazer_parada,sintetico
13.72,45.5,66.01,desconhecida,desconhecido,32.4,continuar,sintetico
12.34,95.8,56.94,posto,desconhecido,95.8,continuar,sintetico
20.99,470.9,366.55,posto,animado,470.9,abastecer,sintetico
7.26,256.6,260.74,restaurante,desconhecido,100.1,continuar,sintetico
12.24,336.8,404.81,estrada,desconhecido,336.8,alimentar,sintetico
14.25,216.0,248.16,estrada,desconhecido,214.9,fazer_parada,sintetico
20.84,595.8,618.34,desconhecida,cansado,311.0,descansar,sintetico
16.24,170.9,214.39,posto,desconhecido,170.9,fazer_parada,sintetico
18.43,110.6,154.2,desconhecida,desconhecido,101.0,continuar,sintetico
21.73,495.7,298.12,restaurante,neutro,31.4,continuar,sintetico
17.71,25.9,28.59,ponto_turistico,desconhecido,21.2,registrar_ponto_turistico,sintetico
18.61,140.0,218.09,restaurante,desconhecido,118.1,alimentar,sintetico
13.78,118.7,176.8,desconhecida,cansado,77.6,continuar,sintetico
18.26,32.2,45.65,posto,bravo,32.2,continuar,sintetico
13.44,115.0,101.25,estrada,cansado,90.2,continuar,sintetico
9.01,75.4,84.85,posto,desconhecido,75.4,continuar,sintetico
18.4,83.9,55.63,desconhecida,desconhecido,13.4,continuar,sintetico
19.69,124.3,120.69,estrada,neutro,85.3,continuar,sintetico
18.84,561.5,701.95,restaurante,desconhecido,561.5,abastecer,sintetico
13.45,487.1,570.65,ponto_turistico,bravo,433.8,fazer_parada,sintetico
18.26,235.9,205.51,posto,tenso,51.0,continuar,sintetico
8.62,596.6,548.93,posto,desconhecido,532.1,abastecer,sintetico
6.75,536.7,344.65,estrada,desconhecido,384.9,fazer_parada,sintetico
19.28,120.3,115.56,estrada,animado,18.9,continuar,sintetico
15.71,82.8,56.18,estrada,tenso,82.8,fazer_parada,sintetico
8.03,191.7,229.99,ponto_turistico,tenso,191.7,fazer_parada,sintetico
6.14,59.3,84.55,estrada,neutro,47.7,continuar,sintetico
16.34,242.2,187.07,estrada,desconhecido,40.8,continuar,sintetico
22.54,134.4,176.54,desconhecida,cansado,76.5,continuar,sintetico
11.64,295.6,441.09,restaurante,tenso,51.0,continuar,sintetico
22.79,227.2,145.97,estrada,animado,227.2,descansar,sintetico
8.54,154.0,240.55,restaurante,desconhecido,154.0,fazer_parada,sintetico
16.11,98.0,57.47,ponto_turistico,neutro,5.6,registrar_ponto_turistico,sintetico
13.97,266.6,235.15,ponto_turistico,desconhecido,10.9,registrar_ponto_turistico,sintetico
10.02,8.3,5.3,ponto_turistico,desconhecido,7.3,registrar_ponto_turistico,sintetico
11.2,348.2,215.7,posto,cansado,136.3,descansar,sintetico
3.18,189.7,236.86,desconhecida,cansado,140.1,descansar,sintetico
11.76,270.5,320.27,desconhecida,desconhecido,71.3,continuar,sintetico
12.9,326.7,216.29,desconhecida,cansado,277.2,descansar,sintetico
12.3,564.5,688.2,estrada,tenso,203.5,fazer_parada,sintetico
7.49,446.2,673.1,desconhecida,animado,409.2,abastecer,sintetico
21.86,173.6,272.65,desconhecida,bravo,173.6,fazer_parada,sintetico
16.34,56.7,76.76,desconhecida,neutro,56.7,continuar,sintetico
10.39,90.2,140.13,restaurante,cansado,90.2,continuar,sintetico
13.78,179.4,131.1,restaurante,neutro,83.0,alimentar,sintetico
4.28,256.4,156.07,desconhecida,desconhecido,256.4,descansar,sintetico
16.58,271.3,427.73,desconhecida,desconhecido,53.8,continuar,sintetico
16.88,477.3,380.22,posto,neutro,477.3,abastecer,sintetico
4.8,105.3,114.84,ponto_turistico,desconhecido,49.4,registrar_ponto_turistico,sintetico
22.38,214.8,245.27,estrada,animado,206.7,descansar,sintetico
13.98,593.7,430.41,desconhecida,cansado,593.7,descansar,sintetico
21.25,597.5,474.65,posto,neutro,537.9,abastecer,sintetico
17.22,518.0,640.5,desconhecida,desconhecido,518.0,fazer_parada,sintetico
22.62,22.1,16.74,desconhecida,desconhecido,1.5,continuar,sintetico
22.6,261.7,362.88,estrada,desconhecido,4.8,continuar,sintetico
13.25,111.7,69.2,restaurante,desconhecido,53.0,continuar,sintetico
23.54,60.7,74.16,restaurante,cansado,60.7,continuar,sintetico
13.75,518.9,554.98,ponto_turistico,neutro,515.3,abastecer,sintetico
6.57,272.0,380.75,restaurante,desconhecido,94.6,abastecer,sintetico
17.81,474.0,341.62,posto,cansado,105.6,descansar,sintetico
17.18,514.8,615.27,desconhecida,bravo,514.8,fazer_parada,sintetico
10.85,147.8,209.38,estrada,desconhecido,38.2,continuar,sintetico
21.87,140.3,196.51,desconhecida,desconhecido,123.8,continuar,sintetico
3.17,171.8,171.13,posto,desconhecido,171.8,descansar,sintetico
12.69,32.0,42.12,estrada,desconhecido,27.5,continuar,sintetico
12.52,66.0,60.06,desconhecida,tenso,5.6,continuar,sintetico
15.18,389.6,516.2,desconhecida,neutro,256.4,abastecer,sintetico
9.53,397.7,345.78,desconhecida,desconhecido,74.9,continuar,sintetico
6.16,297.4,233.28,desconhecida,desconhecido,45.6,continuar,sintetico
11.91,196.7,200.82,posto,desconhecido,152.6,alimentar,sintetico
11.03,173.4,266.06,desconhecida,bravo,173.4,fazer_parada,sintetico
22.29,388.9,550.15,posto,neutro,212.5,descansar,sintetico
1.72,398.7,546.93,desconhecida,desconhecido,59.1,abastecer,sintetico
14.73,275.9,184.27,desconhecida,desconhecido,32.9,fazer_parada,sintetico
11.86,87.8,102.87,restaurante,tenso,22.1,continuar,sintetico
9.32,195.6,229.68,estrada,cansado,166.2,fazer_parada,sintetico
11.94,44.1,63.6,estrada,bravo,16.6,continuar,sintetico
8.61,410.7,565.99,desconhecida,tenso,410.7,fazer_parada,sintetico
17.92,318.6,234.17,desconhecida,neutro,318.6,fazer_parada,sintetico
7.82,156.9,177.99,posto,animado,156.9,fazer_parada,sintetico
8.61,424.1,634.03,desconhecida,neutro,424.1,abastecer,sintetico
10.61,255.3,248.08,estrada,desconhecido,128.3,continuar,sintetico
19.83,280.2,202.97,desconhecida,cansado,226.6,descansar,sintetico
22.44,386.3,460.7,desconhecida,cansado,107.3,descansar,sintetico
6.48,27.6,25.02,restaurante,tenso,27.6,continuar,sintetico
20.35,299.0,311.22,ponto_turistico,desconhecido,73.0,registrar_ponto_turistico,sintetico
13.16,195.7,275.98,restaurante,animado,77.8,alimentar,sintetico
0.47,262.8,278.61,ponto_turistico,neutro,200.8,descansar,sintetico
14.55,463.6,487.0,desconhecida,bravo,190.0,fazer_parada,sintetico
2.83,229.0,225.05,desconhecida,desconhecido,39.1,continuar,sintetico
7.31,152.4,110.68,posto,neutro,64.5,continuar,sintetico
10.12,309.7,369.01,posto,neutro,93.6,abastecer,sintetico
2.84,425.3,415.89,restaurante,desconhecido,425.3,descansar,sintetico
7.92,135.7,152.41,desconhecida,animado,118.8,continuar,sintetico
12.64,8.0,4.67,estrada,desconhecido,8.0,continuar,sintetico
21.54,563.0,494.04,restaurante,cansado,29.2,continuar,sintetico
11.83,330.7,391.86,desconhecida,tenso,130.1,fazer_parada,sintetico
10.01,516.5,396.47,ponto_turistico,cansado,64.5,abastecer,sintetico
20.65,323.4,261.51,desconhecida,animado,323.4,alimentar,sintetico
18.44,232.9,251.09,estrada,neutro,63.1,continuar,sintetico
12.7,149.5,154.29,estrada,desconhecido,149.5,alimentar,sintetico
17.94,200.8,286.65,ponto_turistico,cansado,200.8,descansar,sintetico
14.07,156.4,234.9,estrada,desconhecido,66.8,continuar,sintetico
19.7,81.8,101.75,estrada,desconhecido,59.6,continuar,sintetico
15.99,20.3,18.18,estrada,tenso,20.3,continuar,sintetico
17.97,129.9,106.13,estrada,neutro,92.0,continuar,sintetico
7.89,107.9,123.52,estrada,desconhecido,88.9,continuar,sintetico
10.84,535.2,472.35,desconhecida,desconhecido,342.2,abastecer,sintetico
20.02,128.0,85.29,restaurante,tenso,81.7,fazer_parada,sintetico
6.8,466.9,350.29,desconhecida,neutro,466.9,fazer_parada,sintetico
18.68,201.5,181.7,desconhecida,neutro,201.5,alimentar,sintetico
19.02,167.2,152.36,desconhecida,desconhecido,16.9,continuar,sintetico
17.97,138.6,109.79,estrada,neutro,138.6,continuar,sintetico
2.36,48.7,45.29,estrada,desconhecido,4.9,continuar,sintetico
14.96,332.3,465.35,estrada,bravo,25.4,continuar,sintetico
9.55,120.2,95.88,desconhecida,tenso,120.2,fazer_parada,sintetico
1.39,99.5,127.21,restaurante,neutro,65.6,continuar,sintetico
19.35,120.4,124.81,ponto_turistico,bravo,2.6,continuar,sintetico
9.98,133.9,137.42,desconhecida,animado,128.8,continuar,sintetico
6.67,35.0,25.09,desconhecida,cansado,35.0,continuar,sintetico
3.08,170.5,116.44,desconhecida,neutro,170.5,descansar,sintetico
14.43,446.8,352.06,posto,desconhecido,446.8,abastecer,sintetico
6.95,16.8,10.01,posto,animado,7.5,continuar,sintetico
19.57,250.8,170.33,ponto_turistico,desconhecido,250.8,alimentar,sintetico
20.0,475.8,513.4,desconhecida,tenso,475.8,fazer_parada,sintetico
21.34,234.9,330.85,desconhecida,desconhecido,68.9,continuar,sintetico
9.54,527.2,557.69,desconhecida,cansado,527.2,descansar,sintetico
7.8,369.3,414.83,estrada,desconhecido,369.3,fazer_parada,sintetico
13.88,105.6,154.36,ponto_turistico,tenso,71.2,fazer_parada,sintetico
18.53,287.0,292.92,posto,tenso,287.0,fazer_parada,sintetico
9.85,254.1,188.28,desconhecida,desconhecido,254.1,fazer_parada,sintetico
12.8,19.3,11.62,restaurante,desconhecido,4.8,continuar,sintetico
20.14,60.2,76.45,estrada,bravo,60.2,fazer_parada,sintetico
11.8,240.0,233.24,restaurante,neutro,240.0,alimentar,sintetico
4.54,183.4,283.6,posto,tenso,183.4,descansar,sintetico
10.54,108.8,141.35,estrada,cansado,108.8,descansar,sintetico
11.52,129.8,140.67,desconhecida,desconhecido,129.8,alimentar,sintetico
15.08,438.6,401.47,posto,bravo,301.1,fazer_parada,sintetico
18.68,127.8,133.07,desconhecida,bravo,127.8,fazer_parada,sintetico
6.78,503.0,783.09,restaurante,cansado,503.0,descansar,sintetico
6.23,593.9,918.97,ponto_turistico,tenso,593.9,fazer_parada,sintetico
8.21,379.5,354.59,ponto_turistico,bravo,151.9,fazer_parada,sintetico
12.18,370.2,229.45,estrada,desconhecido,40.3,continuar,sintetico
6.29,510.4,381.28,desconhecida,cansado,510.4,descansar,sintetico
12.06,77.1,70.97,desconhecida,desconhecido,22.2,continuar,sintetico
2.64,373.6,291.17,desconhecida,cansado,30.7,continuar,sintetico
7.52,110.0,155.23,ponto_turistico,desconhecido,100.3,registrar_ponto_turistico,sintetico
23.77,296.0,465.04,estrada,desconhecido,211.7,descansar,sintetico
20.74,33.1,34.9,desconhecida,animado,33.1,continuar,sintetico
12.53,286.7,225.4,estrada,animado,217.4,alimentar,sintetico
10.37,189.3,198.58,restaurante,desconhecido,6.0,continuar,sintetico
7.13,98.6,104.1,estrada,desconhecido,43.6,continuar,sintetico
22.0,117.9,69.9,posto,cansado,117.9,descansar,sintetico
7.59,219.5,290.2,desconhecida,desconhecido,177.7,fazer_parada,sintetico
19.94,323.8,366.91,restaurante,desconhecido,323.8,alimentar,sintetico
14.38,280.0,316.24,posto,desconhecido,280.0,abastecer,sintetico
18.52,41.1,56.28,posto,neutro,30.3,continuar,sintetico
22.64,161.2,103.88,estrada,animado,161.2,descansar,sintetico
23.93,385.0,281.38,ponto_turistico,bravo,213.7,descansar,sintetico
14.08,368.9,261.46,desconhecida,tenso,159.1,descansar,sintetico
13.11,579.7,688.28,desconhecida,tenso,579.7,fazer_parada,sintetico
5.79,363.9,270.08,posto,desconhecido,213.5,abastecer,sintetico
1.86,114.2,109.01,desconhecida,desconhecido,48.7,continuar,sintetico
15.34,12.0,9.13,desconhecida,bravo,11.5,continuar,sintetico
6.99,400.4,545.34,desconhecida,desconhecido,274.4,abastecer,sintetico
7.03,57.2,65.6,restaurante,cansado,43.3,continuar,sintetico
22.57,282.4,274.23,ponto_turistico,bravo,282.4,descansar,sintetico
6.05,10.5,13.71,estrada,bravo,5.7,continuar,sintetico
11.98,519.6,793.84,estrada,desconhecido,123.8,abastecer,sintetico
21.26,321.4,296.05,desconhecida,neutro,321.4,fazer_parada,sintetico
15.15,6.7,7.51,estrada,desconhecido,6.7,continuar,sintetico
11.25,282.4,233.32,desconhecida,desconhecido,55.9,continuar,sintetico
22.05,58.8,62.66,restaurante,desconhecido,58.8,continuar,sintetico
20.87,139.2,103.24,desconhecida,desconhecido,74.2,continuar,sintetico
13.92,426.3,436.91,ponto_turistico,desconhecido,196.5,abastecer,sintetico
19.97,588.9,521.66,posto,desconhecido,290.1,abastecer,sintetico
18.56,154.6,211.62,desconhecida,animado,81.5,continuar,sintetico
19.38,469.6,423.64,restaurante,tenso,368.9,fazer_parada,sintetico
10.89,227.3,312.76,estrada,neutro,227.3,fazer_parada,sintetico
15.53,370.1,287.74,desconhecida,tenso,370.1,fazer_parada,sintetico
11.45,391.2,236.49,desconhecida,desconhecido,180.5,fazer_parada,sintetico
9.79,52.0,52.34,desconhecida,bravo,22.1,continuar,sintetico
17.19,197.0,137.85,desconhecida,desconhecido,90.6,continuar,sintetico
20.39,206.7,141.27,estrada,tenso,4.1,continuar,sintetico
12.1,198.6,229.59,desconhecida,neutro,151.1,fazer_parada,sintetico
10.55,58.4,85.1,desconhecida,cansado,18.3,continuar,sintetico
13.77,345.7,359.16,desconhecida,desconhecido,180.6,alimentar,sintetico
12.69,587.3,382.01,restaurante,cansado,518.1,descansar,sintetico
18.0,181.9,184.07,desconhecida,tenso,181.9,fazer_parada,sintetico
7.38,391.4,575.86,desconhecida,neutro,224.9,abastecer,sintetico
0.58,126.0,151.4,restaurante,animado,95.3,continuar,sintetico
20.26,208.1,263.5,posto,tenso,84.7,fazer_parada,sintetico
11.13,103.4,93.69,ponto_turistico,cansado,21.1,continuar,sintetico
12.1,81.8,103.93,estrada,bravo,56.6,fazer_parada,sintetico
8.49,125.5,170.52,restaurante,cansado,30.8,continuar,sintetico
20.47,448.8,600.87,restaurante,neutro,23.2,continuar,sintetico
6.53,109.9,69.36,estrada,tenso,109.9,fazer_parada,sintetico
22.83,204.9,213.3,desconhecida,cansado,135.2,descansar,sintetico
6.97,136.0,151.47,posto,desconhecido,32.7,continuar,sintetico
19.78,564.0,374.81,posto,desconhecido,564.0,abastecer,sintetico
8.24,573.7,368.37,posto,desconhecido,372.3,abastecer,sintetico
17.93,340.2,203.99,restaurante,tenso,340.2,fazer_parada,sintetico
10.82,94.6,131.47,desconhecida,desconhecido,59.1,continuar,sintetico
13.66,35.3,34.11,desconhecida,desconhecido,34.1,continuar,sintetico
12.81,117.2,182.35,restaurante,animado,54.4,continuar,sintetico
4.72,384.9,235.8,estrada,tenso,111.5,fazer_parada,sintetico
16.42,80.5,119.54,desconhecida,desconhecido,37.9,continuar,sintetico
2.46,251.2,380.7,ponto_turistico,neutro,107.5,registrar_ponto_turistico,sintetico
12.95,116.4,110.29,ponto_turistico,neutro,0.3,registrar_ponto_turistico,sintetico
20.46,354.5,548.62,desconhecida,desconhecido,170.9,abastecer,sintetico
9.29,507.9,592.82,estrada,desconhecido,300.1,abastecer,sintetico
0.12,518.8,466.17,posto,cansado,518.8,descansar,sintetico
19.84,86.6,73.7,posto,desconhecido,84.1,continuar,sintetico
15.99,98.6,121.29,restaurante,animado,0.3,continuar,sintetico
17.55,451.9,441.49,desconhecida,desconhecido,451.9,fazer_parada,sintetico
19.67,216.8,187.71,desconhecida,neutro,130.2,alimentar,sintetico
15.19,44.5,69.56,estrada,cansado,26.7,continuar,sintetico
6.55,193.1,159.16,ponto_turistico,animado,21.5,registrar_ponto_turistico,sintetico
9.34,550.9,695.33,desconhecida,desconhecido,75.8,abastecer,sintetico
6.23,183.4,175.88,estrada,desconhecido,183.4,fazer_parada,sintetico
16.9,61.1,86.3,estrada,neutro,7.9,continuar,sintetico
18.17,66.6,49.41,estrada,cansado,66.6,continuar,sintetico
1.41,576.4,717.57,ponto_turistico,desconhecido,576.4,descansar,sintetico
14.33,544.3,732.31,estrada,desconhecido,221.1,abastecer,sintetico
9.34,208.0,153.4,posto,desconhecido,191.6,fazer_parada,sintetico
7.28,108.4,69.94,desconhecida,desconhecido,108.4,continuar,sintetico
14.92,284.3,431.29,estrada,desconhecido,284.3,abastecer,sintetico
6.84,405.6,458.44,desconhecida,desconhecido,405.6,abastecer,sintetico
19.36,49.6,69.43,desconhecida,neutro,29.9,continuar,sintetico
3.83,48.9,36.61,estrada,tenso,11.6,continuar,sintetico
21.12,54.9,48.34,desconhecida,cansado,33.2,continuar,sintetico
18.93,230.5,163.08,ponto_turistico,cansado,230.5,descansar,sintetico
21.73,583.8,575.11,desconhecida,desconhecido,583.8,abastecer,sintetico
13.38,502.1,359.27,ponto_turistico,animado,9.3,registrar_ponto_turistico,sintetico
17.49,525.8,802.97,desconhecida,neutro,418.2,abastecer,sintetico
18.58,524.3,440.91,posto,animado,265.3,abastecer,sintetico
17.07,28.7,37.36,estrada,tenso,26.8,continuar,sintetico
20.05,144.0,160.5,ponto_turistico,desconhecido,135.2,alimentar,sintetico
6.84,159.5,248.09,estrada,bravo,159.5,fazer_parada,sintetico
10.1,464.5,534.47,desconhecida,cansado,89.5,descansar,sintetico
21.76,503.7,638.53,ponto_turistico,desconhecido,139.9,abastecer,sintetico
12.0,129.8,92.93,desconhecida,desconhecido,46.4,continuar,sintetico
17.52,246.1,334.44,estrada,bravo,202.0,descansar,sintetico
6.21,148.0,215.55,posto,cansado,31.5,continuar,sintetico
9.48,68.5,40.87,posto,desconhecido,68.5,continuar,sintetico
19.38,256.3,318.06,estrada,animado,43.2,continuar,sintetico
22.13,113.1,98.25,estrada,desconhecido,41.0,continuar,sintetico
10.16,125.9,191.42,posto,desconhecido,125.9,continuar,sintetico
22.43,309.3,181.19,restaurante,cansado,260.9,descansar,sintetico
18.32,453.7,275.3,desconhecida,neutro,69.3,continuar,sintetico
15.39,554.3,719.31,posto,bravo,248.3,fazer_parada,sintetico
14.4,111.3,88.33,desconhecida,neutro,39.3,continuar,sintetico
17.58,486.7,477.89,desconhecida,tenso,486.7,fazer_parada,sintetico
15.57,514.5,562.87,estrada,tenso,514.5,fazer_parada,sintetico
16.33,69.6,89.77,estrada,desconhecido,59.1,continuar,sintetico
20.96,399.2,528.19,desconhecida,desconhecido,335.3,abastecer,sintetico
22.52,340.9,214.07,desconhecida,desconhecido,173.5,descansar,sintetico
16.86,381.7,579.28,restaurante,neutro,28.5,continuar,sintetico
19.7,220.0,346.09,posto,desconhecido,93.1,abastecer,sintetico
8.32,29.5,28.86,posto,desconhecido,22.0,continuar,sintetico
7.2,63.1,64.17,posto,tenso,59.8,fazer_parada,sintetico
8.81,20.0,11.7,estrada,desconhecido,20.0,continuar,sintetico
8.18,137.2,175.22,posto,tenso,39.5,registrar_ponto_turistico,sintetico
13.81,307.4,350.77,estrada,desconhecido,307.4,alimentar,sintetico
22.81,169.3,136.0,estrada,bravo,92.1,fazer_parada,sintetico
20.47,149.9,119.15,restaurante,neutro,52.5,continuar,sintetico
11.61,561.7,683.62,restaurante,tenso,425.7,fazer_parada,sintetico
13.39,588.7,802.26,restaurante,tenso,150.6,fazer_parada,sintetico
22.49,168.7,197.69,desconhecida,cansado,78.7,continuar,sintetico
9.89,53.4,35.68,estrada,neutro,53.4,continuar,sintetico
19.73,17.4,21.36,estrada,desconhecido,0.0,continuar,sintetico
20.13,579.3,865.0,desconhecida,cansado,579.3,descansar,sintetico
6.67,204.5,225.46,desconhecida,desconhecido,204.5,fazer_parada,sintetico
13.33,130.5,103.44,estrada,bravo,25.1,continuar,sintetico
18.4,67.0,73.36,estrada,desconhecido,17.9,continuar,sintetico
22.32,187.0,171.64,desconhecida,desconhecido,187.0,descansar,sintetico
20.93,373.0,310.55,posto,bravo,260.3,fazer_parada,sintetico
11.7,509.3,375.54,restaurante,tenso,509.3,fazer_parada,sintetico
18.42,181.0,150.2,desconhecida,neutro,74.8,continuar,sintetico
14.45,476.1,608.42,desconhecida,tenso,476.1,fazer_parada,sintetico
19.32,53.9,38.53,estrada,desconhecido,53.9,continuar,sintetico
15.13,455.2,474.96,desconhecida,desconhecido,266.3,abastecer,sintetico
7.89,249.2,315.31,desconhecida,cansado,54.4,continuar,sintetico
3.46,116.9,146.05,estrada,desconhecido,76.8,continuar,sintetico
20.42,171.9,214.28,estrada,tenso,171.9,fazer_parada,sintetico
18.63,73.6,51.92,desconhecida,neutro,14.8,continuar,sintetico
18.98,18.8,17.06,desconhecida,tenso,16.1,continuar,sintetico
22.87,344.2,241.79,restaurante,tenso,158.1,descansar,sintetico
16.9,476.7,458.76,desconhecida,tenso,476.2,fazer_parada,sintetico
16.76,303.2,375.74,desconhecida,bravo,270.9,fazer_parada,sintetico
11.91,91.8,107.76,estrada,neutro,67.0,continuar,sintetico
13.55,95.0,56.15,ponto_turistico,tenso,95.0,fazer_parada,sintetico
2.41,387.3,458.12,desconhecida,desconhecido,382.8,descansar,sintetico
16.12,115.7,167.72,desconhecida,cansado,41.4,continuar,sintetico
15.02,79.9,108.9,desconhecida,animado,11.6,continuar,sintetico
20.73,22.1,32.68,posto,desconhecido,22.1,continuar,sintetico
6.38,13.6,9.06,desconhecida,desconhecido,7.5,continuar,sintetico
16.14,330.2,495.66,desconhecida,animado,330.2,abastecer,sintetico
12.55,394.8,482.0,restaurante,desconhecido,141.8,abastecer,sintetico
1.48,216.2,138.81,estrada,cansado,137.3,descansar,sintetico
18.06,75.8,44.61,desconhecida,animado,75.8,continuar,sintetico
9.77,43.1,32.24,desconhecida,animado,10.3,continuar,sintetico
11.72,381.2,567.33,desconhecida,desconhecido,228.8,abastecer,sintetico
9.92,236.8,332.11,desconhecida,desconhecido,229.9,fazer_parada,sintetico
18.05,270.5,174.51,estrada,neutro,270.5,fazer_parada,sintetico
11.85,532.3,386.42,posto,desconhecido,532.3,abastecer,sintetico
17.89,178.9,214.4,desconhecida,desconhecido,63.1,continuar,sintetico
19.55,198.0,243.83,estrada,tenso,10.9,continuar,sintetico
18.25,88.6,65.44,ponto_turistico,desconhecido,33.5,registrar_ponto_turistico,sintetico
13.44,168.8,245.9,estrada,cansado,12.3,continuar,sintetico
19.24,236.6,349.86,estrada,desconhecido,33.0,continuar,sintetico
8.77,226.6,182.19,desconhecida,tenso,56.4,continuar,sintetico
10.05,152.0,136.52,desconhecida,tenso,87.9,fazer_parada,sintetico
8.23,450.4,359.76,desconhecida,neutro,121.3,continuar,sintetico
13.12,86.0,92.6,restaurante,cansado,73.8,alimentar,sintetico
12.05,138.3,177.97,desconhecida,animado,138.3,alimentar,sintetico
3.04,213.7,269.1,posto,animado,213.7,descansar,sintetico
11.7,178.9,119.72,ponto_turistico,tenso,178.9,fazer_parada,sintetico
1.86,575.0,550.57,posto,desconhecido,557.2,descansar,sintetico
